Id,algebra,programming,data science,robotics,economics,finance,job,salary
637,76,67,52,94,83,62,senior developer,460000
638,55,89,86,95,74,53,junior developer,170000
639,92,74,99,51,64,87,developer,310000
640,64,63,86,56,96,55,robotics engineer,780000
641,50,89,82,95,56,73,senior developer,680000
642,80,52,74,55,84,51,developer,260000
643,96,78,76,95,58,96,robotics engineer,960000
644,62,50,63,53,96,50,data scientist,510000
645,64,78,84,79,94,51,economist,420000
646,50,92,71,70,64,96,finance director,1260000
647,74,64,97,78,57,82,economist,400000
648,98,62,85,91,71,62,finance director,1300000
649,76,63,69,71,75,92,robotics engineer,900000
650,52,89,69,84,70,68,robotics engineer,1080000
651,93,88,55,92,90,82,developer,400000
652,94,50,64,96,92,51,junior developer,160000
653,87,63,81,64,94,82,senior developer,580000
654,90,77,78,70,74,87,economist,480000
655,60,90,63,97,67,65,robotics engineer,1030000
656,74,59,74,75,89,89,finance director,1160000
657,96,55,79,73,85,51,senior developer,490000
658,59,84,61,71,97,99,robotics engineer,820000
659,61,56,82,81,85,55,junior developer,120000
660,53,54,64,52,80,68,robotics engineer,620000
661,65,64,79,57,88,50,robotics engineer,860000
662,94,95,51,59,89,96,economist,440000
663,51,86,72,79,74,56,economist,340000
664,95,52,66,53,95,76,economist,470000
665,50,99,80,54,54,56,economist,330000
666,55,92,99,85,90,91,developer,320000
667,61,88,74,74,88,53,robotics engineer,980000
668,78,64,92,81,56,52,economist,380000
669,69,96,78,92,57,71,economist,410000
670,69,76,85,97,77,57,logistics manager,550000
671,51,57,65,69,67,61,developer,240000
672,52,54,84,67,60,80,finance director,1140000
673,99,96,64,91,65,74,data scientist,820000
674,63,58,61,91,94,92,developer,220000
675,71,62,59,67,95,86,junior developer,140000
676,54,66,68,64,91,59,data scientist,700000
677,50,50,81,95,89,52,logistics manager,510000
678,50,93,91,93,59,56,junior developer,160000
679,50,51,97,58,81,79,data scientist,700000
680,52,60,68,91,62,82,logistics manager,450000
681,54,59,59,85,86,81,developer,250000
682,73,62,90,93,72,78,economist,400000
683,54,80,69,69,51,97,logistics manager,440000
684,87,54,90,92,87,64,finance director,1260000
685,74,75,84,56,62,80,junior developer,170000
686,75,72,55,78,67,62,senior developer,560000
687,70,91,56,86,92,59,logistics manager,640000
688,51,95,94,67,94,75,junior developer,150000
689,64,97,53,55,78,50,logistics manager,440000
690,50,52,65,84,53,56,developer,210000
691,71,91,56,70,59,70,logistics manager,560000
692,60,51,66,56,76,78,robotics engineer,780000
693,56,76,66,60,82,76,data scientist,770000
694,66,54,77,81,89,90,robotics engineer,950000
695,83,50,70,58,91,88,developer,260000
696,99,64,77,73,77,93,logistics manager,620000
697,63,94,66,93,97,55,finance director,980000
698,66,72,86,72,72,79,logistics manager,500000
699,69,64,89,88,87,78,logistics manager,640000
700,99,61,55,70,68,56,developer,340000
701,80,86,66,81,94,50,finance director,1030000
702,92,99,98,96,78,76,finance director,1590000
703,61,79,70,73,58,59,data scientist,850000
704,52,76,72,98,94,60,developer,250000
705,94,99,97,62,65,90,logistics manager,610000
706,64,60,88,74,83,62,robotics engineer,810000
707,90,81,50,66,65,74,senior developer,590000
708,82,96,87,88,84,80,data scientist,970000
709,61,73,63,69,68,91,logistics manager,560000
710,50,63,52,76,65,72,developer,240000
711,88,55,89,83,75,51,logistics manager,580000
712,68,73,54,94,93,98,robotics engineer,1000000
713,52,80,75,94,57,65,economist,310000
714,51,52,53,56,79,70,junior developer,90000
715,63,98,61,98,78,63,data scientist,760000
716,76,50,74,71,65,56,finance director,940000
717,73,98,50,53,79,71,senior developer,650000
718,68,59,67,67,63,68,senior developer,440000
719,88,87,68,90,64,73,finance director,1280000
720,73,70,98,91,63,61,junior developer,150000
721,84,90,66,91,76,97,logistics manager,510000
722,95,79,73,63,63,59,developer,320000
723,83,53,82,70,63,87,economist,360000
724,96,58,65,97,54,62,developer,260000
725,84,62,92,51,71,74,developer,250000
726,53,51,83,76,82,52,economist,300000
727,79,67,53,65,55,81,robotics engineer,720000
728,63,52,94,74,86,56,senior developer,510000
729,74,52,84,73,78,53,logistics manager,470000
730,97,77,91,82,92,91,finance director,1570000
731,80,70,98,78,53,52,finance director,1270000
732,61,89,63,61,68,84,robotics engineer,960000
733,65,79,52,76,73,56,developer,280000
734,84,50,99,84,75,80,robotics engineer,1040000
735,55,68,74,50,85,82,developer,250000
736,61,62,79,56,68,89,logistics manager,450000
737,71,97,89,85,61,70,logistics manager,600000
738,93,62,60,62,90,69,finance director,1170000
739,74,93,72,61,72,97,economist,390000
740,55,78,79,51,85,58,robotics engineer,780000
741,90,67,97,66,89,76,economist,490000
742,87,91,79,68,98,79,logistics manager,680000
743,62,67,71,87,61,62,data scientist,770000
744,72,76,70,97,95,93,data scientist,720000
745,54,99,51,89,71,86,robotics engineer,1020000
746,58,93,85,59,79,52,senior developer,590000
747,98,78,79,64,99,80,logistics manager,600000
748,84,53,65,88,75,80,finance director,1030000
749,64,96,65,60,68,71,junior developer,140000
750,96,63,67,94,70,77,economist,370000
751,71,58,82,54,60,52,senior developer,450000
752,85,89,62,61,71,57,finance director,1240000
753,87,66,99,60,78,62,senior developer,500000
754,94,50,77,82,68,69,junior developer,170000
755,82,69,94,75,93,92,finance director,1530000
756,68,55,96,70,67,74,economist,400000
757,58,76,66,51,64,86,senior developer,470000
758,96,86,91,57,83,84,developer,410000
759,51,56,54,97,88,53,economist,300000
760,80,51,92,51,90,80,data scientist,770000
761,52,60,80,50,88,93,logistics manager,490000
762,56,71,61,65,82,51,developer,260000
763,82,51,57,63,66,60,junior developer,140000
764,82,53,66,52,52,50,finance director,830000
765,57,93,74,78,72,57,junior developer,160000
766,54,82,87,54,92,93,finance director,1260000
767,68,84,76,93,95,82,economist,410000
768,71,73,85,77,74,52,developer,260000
769,54,57,97,90,78,88,data scientist,730000
770,67,52,55,96,83,55,robotics engineer,960000
771,99,85,84,68,57,66,junior developer,180000
772,89,77,73,81,61,63,robotics engineer,930000
773,86,97,90,93,87,78,robotics engineer,1280000
774,62,65,54,85,93,77,finance director,1180000
775,73,55,67,76,64,88,developer,270000
776,97,97,77,98,60,63,robotics engineer,1240000
777,67,50,80,75,66,77,robotics engineer,850000
778,76,74,63,92,83,87,economist,360000
779,59,74,50,56,52,95,finance director,1000000
780,80,74,72,68,50,87,logistics manager,560000
781,54,62,88,52,88,73,junior developer,120000
782,86,51,80,80,83,51,data scientist,730000
783,74,68,89,52,65,80,finance director,1340000
784,99,74,99,58,71,74,junior developer,200000
785,59,97,91,73,52,54,data scientist,860000
786,63,80,87,51,77,62,data scientist,880000
787,98,67,98,76,70,57,junior developer,170000
788,74,69,64,60,59,90,robotics engineer,720000
789,65,83,69,82,58,79,junior developer,180000
790,87,64,59,92,75,99,senior developer,590000
791,68,96,98,64,62,97,economist,410000
792,62,72,99,65,82,70,junior developer,140000
793,81,52,84,59,62,75,senior developer,510000
794,94,52,84,71,57,67,economist,410000
795,63,66,97,69,58,98,logistics manager,550000
796,80,84,67,91,89,81,finance director,1160000
797,77,66,53,65,75,62,data scientist,770000
798,76,73,57,87,52,84,logistics manager,440000
799,67,86,64,75,91,73,logistics manager,580000
800,96,69,82,72,63,93,finance director,1440000
801,76,92,77,64,65,50,junior developer,170000
802,62,62,63,52,80,78,data scientist,570000
803,50,63,64,99,65,91,logistics manager,500000
804,97,90,81,57,50,83,robotics engineer,860000
805,65,93,75,57,68,79,senior developer,650000
806,70,95,57,85,88,87,data scientist,970000
807,87,77,61,75,63,79,developer,370000
808,61,67,98,66,82,86,data scientist,810000
809,95,51,79,97,90,83,senior developer,560000
810,64,92,55,56,88,68,junior developer,160000
811,60,96,61,89,75,70,developer,400000
812,57,89,70,66,93,93,developer,310000
813,87,57,92,66,82,74,finance director,1250000
814,63,91,84,99,74,62,junior developer,150000
815,97,55,58,70,92,54,robotics engineer,880000
816,85,52,64,59,78,54,finance director,970000
817,67,67,98,78,71,67,logistics manager,520000
818,53,98,66,74,97,83,senior developer,570000
819,65,90,51,63,62,92,finance director,1080000
820,65,84,69,92,60,66,developer,360000
821,65,79,51,75,83,82,data scientist,800000
822,54,67,71,85,59,51,robotics engineer,1010000
823,58,87,65,75,80,69,junior developer,150000
824,76,86,94,83,73,68,robotics engineer,940000
825,97,62,58,73,83,86,economist,410000
826,68,62,65,78,68,81,data scientist,660000
827,60,73,81,63,96,94,economist,460000
828,88,56,66,57,75,86,economist,360000
829,74,64,66,72,85,62,developer,290000
830,72,50,62,79,83,57,logistics manager,490000
831,62,98,82,87,87,52,senior developer,690000
832,52,74,85,61,58,51,senior developer,560000
833,77,97,53,95,80,69,developer,390000
834,73,73,79,78,59,80,junior developer,130000
835,86,97,83,84,96,73,developer,370000
836,53,94,97,98,73,76,junior developer,130000
837,54,65,89,63,64,76,economist,390000
838,97,93,68,73,75,83,data scientist,850000
839,51,91,55,56,64,99,robotics engineer,950000
840,94,91,67,72,75,88,finance director,1250000
841,78,78,85,79,59,50,robotics engineer,1030000
842,71,88,51,90,99,64,data scientist,740000
843,70,75,66,84,97,80,senior developer,470000
844,76,71,54,55,51,56,economist,340000
845,80,85,84,80,52,93,developer,310000
846,78,90,89,68,56,86,senior developer,700000
847,70,79,86,75,80,60,junior developer,150000
848,75,97,52,87,74,61,finance director,980000
849,90,54,98,97,82,95,robotics engineer,870000
850,90,58,87,89,64,93,senior developer,460000
851,76,87,77,95,80,66,developer,390000
852,85,57,83,76,52,76,senior developer,520000
853,70,64,63,51,92,70,economist,370000
854,74,89,82,70,94,83,developer,400000
855,61,88,88,85,85,77,senior developer,540000
856,63,79,55,84,92,67,developer,290000
857,57,67,63,88,55,69,economist,340000
858,85,57,93,67,84,52,data scientist,730000
859,94,98,83,54,81,87,developer,400000
860,51,60,53,97,64,56,finance director,890000
861,99,89,64,54,50,94,senior developer,640000
862,92,76,90,91,72,76,data scientist,810000
863,65,55,64,66,89,97,robotics engineer,830000
864,76,70,93,66,59,82,junior developer,140000
865,86,64,89,61,61,76,logistics manager,460000
866,53,64,83,84,68,54,data scientist,670000
867,54,91,95,64,98,69,junior developer,150000
868,63,75,75,94,97,90,junior developer,140000
869,52,89,62,74,95,59,data scientist,710000
870,96,73,76,69,66,64,logistics manager,620000
871,66,87,55,55,79,59,economist,310000
872,67,75,80,66,73,55,data scientist,860000
873,83,79,65,83,97,94,senior developer,590000
874,82,75,73,71,67,75,robotics engineer,1050000
875,64,66,67,70,78,77,finance director,1230000
876,59,91,61,93,54,61,data scientist,780000
877,59,95,84,53,75,99,finance director,1500000
878,66,95,97,98,54,51,finance director,1070000
879,59,73,92,74,79,95,economist,460000
880,73,82,99,64,78,80,economist,380000
881,79,51,62,80,94,70,economist,430000
882,61,81,75,92,96,93,logistics manager,520000
883,57,59,88,86,82,79,economist,350000
884,93,54,69,55,71,64,logistics manager,440000
885,54,95,71,95,50,80,economist,320000
886,90,69,73,50,78,72,economist,420000
887,52,56,92,50,98,81,junior developer,120000
888,86,82,94,57,71,61,developer,340000
889,80,89,79,80,58,88,logistics manager,590000
890,97,81,65,57,82,97,economist,440000
891,57,55,77,53,85,64,developer,260000
892,95,82,90,58,90,96,senior developer,630000
893,63,72,55,65,57,79,logistics manager,510000
894,83,59,75,94,86,87,economist,460000
895,96,59,84,60,53,76,developer,270000
896,59,56,85,86,75,99,economist,390000
897,66,75,65,86,62,65,data scientist,720000
898,89,51,90,80,94,81,senior developer,460000
899,83,93,57,69,85,60,data scientist,990000
900,57,79,83,51,60,58,finance director,1070000
901,70,67,58,57,80,60,logistics manager,530000
902,65,89,84,99,81,83,logistics manager,550000
903,73,61,75,72,50,75,economist,390000
904,68,67,64,75,55,61,junior developer,140000
905,85,97,65,60,97,74,junior developer,210000
906,91,57,76,70,66,78,developer,280000
907,82,78,85,56,96,79,junior developer,140000
908,54,97,79,69,82,85,robotics engineer,1040000
909,51,74,87,72,89,58,robotics engineer,910000
910,83,71,54,91,93,64,junior developer,170000
911,67,89,54,95,78,76,developer,350000
912,90,82,92,60,79,72,economist,370000
913,67,65,67,95,65,65,junior developer,150000
914,85,84,50,52,67,57,senior developer,530000
915,52,70,62,55,98,84,economist,410000
916,70,76,50,55,98,76,developer,270000
917,71,77,62,83,50,52,logistics manager,460000
918,63,60,94,85,63,60,data scientist,730000
919,57,77,55,91,57,82,data scientist,800000
920,63,57,96,96,86,97,logistics manager,640000
921,58,53,82,66,85,95,robotics engineer,810000
922,86,95,76,73,50,53,economist,370000
923,97,85,65,80,53,86,junior developer,190000
924,98,83,52,52,64,54,economist,390000
925,52,92,94,52,57,55,junior developer,170000
926,75,94,64,92,75,99,developer,380000
927,72,71,65,63,73,83,junior developer,150000
928,74,81,95,76,82,70,senior developer,620000
929,92,58,97,78,60,81,finance director,1230000
930,61,57,53,89,67,79,data scientist,650000
931,66,92,93,94,77,80,data scientist,860000
932,99,60,60,59,78,50,robotics engineer,790000
933,81,58,62,59,57,90,logistics manager,450000
934,97,86,89,91,75,67,finance director,1150000
935,55,64,67,51,52,52,finance director,1040000
936,68,74,80,70,76,85,data scientist,670000
937,62,99,52,73,56,62,finance director,930000
938,84,56,65,81,58,92,economist,370000
939,99,74,72,79,89,69,data scientist,730000
940,71,55,61,89,73,74,logistics manager,490000
941,63,71,81,96,76,87,economist,410000
942,64,72,66,88,84,67,junior developer,160000
943,54,96,67,92,50,89,senior developer,650000
944,67,68,65,78,61,69,finance director,1030000
945,74,68,51,80,61,78,data scientist,640000
946,61,86,94,87,66,71,robotics engineer,950000
947,51,91,98,94,90,55,junior developer,130000
948,59,67,52,56,88,63,robotics engineer,660000
949,55,66,87,94,60,72,robotics engineer,890000
950,83,91,93,65,58,73,data scientist,1000000
951,62,94,63,71,66,67,robotics engineer,1080000
952,85,95,90,74,68,75,finance director,1320000
953,95,68,57,79,84,92,developer,360000
954,86,76,64,85,85,66,logistics manager,540000
955,70,86,91,71,78,97,junior developer,140000
956,62,95,84,66,80,88,robotics engineer,850000
957,63,87,60,87,52,78,developer,330000
958,75,56,58,73,83,93,logistics manager,470000
959,71,81,74,62,78,99,finance director,1350000
960,84,99,98,94,54,56,robotics engineer,1260000
961,67,70,54,59,89,61,economist,390000
962,60,55,85,55,55,72,finance director,1070000
963,60,91,61,50,61,62,data scientist,840000
964,67,67,92,78,87,91,economist,440000
965,53,50,86,68,77,72,economist,360000
966,72,78,88,68,85,56,finance director,1230000
967,55,93,63,75,57,69,finance director,1100000
968,72,89,63,86,85,78,economist,360000
969,91,66,85,52,89,76,economist,440000
970,85,74,78,78,96,90,data scientist,720000
971,89,50,94,65,50,80,junior developer,150000
972,50,95,78,90,50,59,data scientist,930000
973,75,57,90,58,67,84,data scientist,700000
974,67,91,51,56,59,62,robotics engineer,860000
975,99,97,65,74,95,55,data scientist,1020000
976,60,75,62,69,87,52,data scientist,670000
977,98,61,90,77,83,84,robotics engineer,850000
978,94,83,55,69,94,52,developer,400000
979,61,76,65,69,92,76,economist,370000
980,68,85,94,89,77,64,junior developer,170000
981,58,93,99,56,55,80,junior developer,170000
982,79,62,59,74,69,80,junior developer,170000
983,83,96,65,57,71,95,robotics engineer,970000
984,61,87,76,67,92,86,developer,310000
985,70,59,88,98,58,56,economist,350000
986,78,77,55,82,59,79,robotics engineer,1090000
987,84,69,98,66,95,74,robotics engineer,970000
988,71,66,71,88,86,52,data scientist,810000
989,73,90,93,81,80,99,developer,320000
990,56,67,66,84,62,54,finance director,950000
991,79,87,59,80,71,54,junior developer,190000
992,58,70,80,66,91,81,developer,270000
993,66,80,68,66,57,57,data scientist,670000
994,61,95,78,61,82,57,robotics engineer,890000
995,68,91,91,63,50,61,finance director,1220000
996,57,64,67,78,61,71,robotics engineer,820000
997,69,66,94,94,58,58,logistics manager,560000
998,84,85,82,70,68,62,junior developer,200000
999,92,60,73,72,94,70,economist,430000
1000,96,61,85,71,85,98,developer,280000
1001,53,52,82,50,85,74,junior developer,120000
1002,99,86,69,85,94,96,data scientist,880000
1003,98,78,86,82,98,95,robotics engineer,1180000
1004,96,77,79,95,84,89,data scientist,790000
1005,97,64,81,54,83,60,data scientist,750000
1006,79,63,74,98,93,61,economist,450000
1007,93,68,61,90,93,63,logistics manager,570000
1008,71,81,71,97,69,57,senior developer,570000
1009,77,84,90,66,70,78,developer,310000
1010,85,54,50,71,61,71,junior developer,130000
1011,93,99,56,56,99,61,logistics manager,590000
1012,81,67,77,97,94,62,developer,320000
1013,72,97,55,77,58,59,logistics manager,550000
1014,71,68,92,77,97,75,logistics manager,560000
1015,71,98,62,93,58,69,junior developer,200000
